,Timestamp,URL,Title,Tags
0,2023-03-02 22:58:18+05:30,https://www.youtube.com/watch?v=2tjZj6WSlAI,How To Use ChatGPT For Instagram (ChatGPT Instagram) - YouTube,"how to use chatgpt for instagram, how to use chat gpt for instagram, chatgpt for instagram, chat gpt for instagram, chatgpt instagram, chat gpt instagram"
1,2023-03-04 15:10:47+05:30,https://www.youtube.com/,YouTube,
2,2023-03-04 15:12:18+05:30,https://www.youtube.com/,YouTube,
3,2023-03-04 15:12:18+05:30,https://www.youtube.com/results?search_query=latest+bollywood+movie+trailer,NULL,
4,2023-03-04 15:12:54+05:30,https://www.youtube.com/watch?v=LA5U5FNKME4,"Munna Bhai 3 - Welecome To America | Official Trailer | Sanjay Dutt | Arshad Warshi, Boman I. Update - YouTube","munna bhai 3 trailer, munna bhai 3 movie, munna bhai 3, sanjay dutt, munna bhai 3 full movie, munna bhai 3 million, munna bhai, munna bhai 3 update, munna bhai 3 movie trailer, munna bhai 3 teaser, munna bhai 3 kab aaegi, munna bhai 3 fire, munna bhai 3 bou, munna bhai m.b.bs 3, munna bhai m.b.bs part 3, munna bhai 3 official trailer, munna bhai chale america, munna bhai chale america trailer, munna bhai chale america movie"
5,2023-03-04 15:13:51+05:30,https://www.youtube.com/watch?v=EpJmECjKKoM,The Family Man - Savage Moments | Srikant Tiwari | Prime Video India - YouTube,"the family man, the family best scene, the family man savage moments, savage moments, savage moments family man, the family man best scene manoj bajpai, manoj bajpayee dialogue, savage dialogue, manoj bajpayee savage moments, srikanth savage moments, srikant tiwari the family man, srikant tiwari the family man scene, shrikant tiwari the family man comedy scene, srikant tiwari thug life, the family man best dialogue, srikant dialogue in family man, prime video, manoj bajpayee"
6,2023-03-04 15:13:51+05:30,https://www.youtube.com/watch?v=LA5U5FNKME4,"Munna Bhai 3 - Welecome To America | Official Trailer | Sanjay Dutt | Arshad Warshi, Boman I. Update - YouTube","munna bhai 3 trailer, munna bhai 3 movie, munna bhai 3, sanjay dutt, munna bhai 3 full movie, munna bhai 3 million, munna bhai, munna bhai 3 update, munna bhai 3 movie trailer, munna bhai 3 teaser, munna bhai 3 kab aaegi, munna bhai 3 fire, munna bhai 3 bou, munna bhai m.b.bs 3, munna bhai m.b.bs part 3, munna bhai 3 official trailer, munna bhai chale america, munna bhai chale america trailer, munna bhai chale america movie"
7,2023-03-08 13:20:03+05:30,https://www.youtube.com/,YouTube,
8,2023-03-08 13:21:14+05:30,https://www.youtube.com/,YouTube,
9,2023-03-08 13:21:14+05:30,https://www.youtube.com/results?search_query=abdul+bari,NULL,
10,2023-03-08 13:21:20+05:30,https://www.youtube.com/@abdul_bari,Abdul Bari - YouTube,"IT, Computer Science, Technology"
11,2023-03-08 13:21:23+05:30,https://www.youtube.com/@abdul_bari/videos,Abdul Bari - YouTube,"IT, Computer Science, Technology"
12,2023-03-08 13:21:25+05:30,https://www.youtube.com/@abdul_bari/playlists,Abdul Bari - YouTube,"IT, Computer Science, Technology"
13,2023-03-08 13:21:29+05:30,https://www.youtube.com/watch?v=0IAPZzGSbME&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O,1. Introduction to Algorithms - YouTube,
14,2023-03-08 13:22:38+05:30,https://www.youtube.com/watch?v=-JTq1BFBwmo&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=2,1.1 Priori Analysis and Posteriori Testing - YouTube,"Priori Analysis and Poteriori Testing, Priori Analysis, Posteriori Testing, Algorithms"
15,2023-03-08 13:22:38+05:30,https://www.youtube.com/watch?v=0IAPZzGSbME&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O,1. Introduction to Algorithms - YouTube,
16,2023-03-08 13:22:45+05:30,https://www.youtube.com/watch?v=FbYzBWdhMb0&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=3,1.2 Characteristics of Algorithm - YouTube,"Algorithms, Characteristics of algorithm"
17,2023-03-08 13:23:00+05:30,https://www.youtube.com/watch?v=xGYsEqe9Vl0&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=4,1.3 How Write and Analyze Algorithm - YouTube,"Algorithm, Analysis of Algorithm, Analysis, Time and Space complexity, Time complexity"
18,2023-03-08 13:23:03+05:30,https://www.youtube.com/watch?v=1U3Uwct45IY&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=5,1.4 Frequency Count Method - YouTube,"Frequency count methods, algorithm analysis, algorithm, analysis, algorithms"
19,2023-03-08 13:23:21+05:30,https://www.youtube.com/watch?v=xGYsEqe9Vl0&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=4,1.3 How Write and Analyze Algorithm - YouTube,"Algorithm, Analysis of Algorithm, Analysis, Time and Space complexity, Time complexity"
20,2023-03-08 13:24:27+05:30,https://www.youtube.com/watch?v=1U3Uwct45IY&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=5,1.4 Frequency Count Method - YouTube,"Frequency count methods, algorithm analysis, algorithm, analysis, algorithms"
21,2023-03-08 17:44:56+05:30,https://www.youtube.com/,YouTube,
22,2023-03-08 17:45:11+05:30,https://www.youtube.com/,YouTube,
23,2023-03-08 17:45:11+05:30,https://www.youtube.com/results?search_query=5+minute+engineering,NULL,
24,2023-03-08 17:45:13+05:30,https://www.youtube.com/@5MinutesEngineering,5 Minutes Engineering - YouTube,"5Minutes, Engineering"
25,2023-03-08 17:45:18+05:30,https://www.youtube.com/@5MinutesEngineering/playlists,5 Minutes Engineering - YouTube,"5Minutes, Engineering"
26,2023-03-08 17:45:37+05:30,https://www.youtube.com/watch?v=dASt-lomqQM&list=PLYwpaL_SFmcBOrMihdkd48kgs6_YP8taa,Fundamental's Of Algorithm (HINDI) - YouTube,"artificial intelligence, database management system, software modeling and designing, Software engineering and project planning, data mining and warehouse, data analytics, Mobile communication, Mobile computing, Computer networks, high performance computing, parallel computing, Operating system, Software programming SPOS, web technology, internet of things, design and analysis of algorithm"
27,2023-03-08 17:45:50+05:30,https://www.youtube.com/watch?v=csXn4Av7Qks&list=PLYwpaL_SFmcBOrMihdkd48kgs6_YP8taa&index=4,Asymptotic Notation : Big O Explained in Hindi l Design And Analysis Of Algorithm - YouTube,
28,2023-03-08 17:46:11+05:30,https://www.youtube.com/watch?v=9TlHvipP5yA&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=6,1.5.1 Time Complexity #1 - YouTube,"Algorithms, Analysis, Time complexity"
29,2023-03-08 18:47:20+05:30,https://www.youtube.com/watch?v=9SgLBjXqwd4&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=7,1.5.2 Time Complexity Example #2 - YouTube,"Time Complexity, Algorithm"
30,2023-03-08 21:26:48+05:30,https://www.youtube.com/watch?v=w7t4_JUUTeg&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=9,1.6 Classes of functions - YouTube,"classes of functions, algorithms"
31,2023-03-08 21:33:50+05:30,https://www.youtube.com/watch?v=5v-tKX2uRAk&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=10,1.7 Compare Class of Functions - YouTube,"time function, algorithm"
32,2023-03-08 21:38:34+05:30,https://www.youtube.com/watch?v=A03oI0znAoc&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=11,1.8.1 Asymptotic Notations Big Oh - Omega - Theta #1 - YouTube,"Asymptotic Notations, Algorithms"
33,2023-03-08 21:58:44+05:30,https://www.youtube.com/watch?v=Nd0XDY-jVHs&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=12,1.8.2 Asymptotic Notations - Big Oh - Omega - Theta #2 - YouTube,"Asymptotic Notation, Algorithms"
34,2023-03-08 23:10:03+05:30,https://www.youtube.com/watch?v=NI4OKSvGAgM&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=13,1.9 Properties of Asymptotic Notations - YouTube,"Asymptotic notations, properties of asymptotitc notations, algorithms, algorithm"
35,2023-03-08 23:34:13+05:30,https://www.youtube.com/watch?v=mwN18xfwNhk&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=14,1.10.1 Comparison of Functions #1 - YouTube,"Algorithms, algorithm, compare functions, apply log"
36,2023-03-08 23:41:55+05:30,https://www.youtube.com/watch?v=5v-tKX2uRAk&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=10,1.7 Compare Class of Functions - YouTube,"time function, algorithm"
37,2023-03-08 23:41:58+05:30,https://www.youtube.com/watch?v=5v-tKX2uRAk&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=11,1.7 Compare Class of Functions - YouTube,"time function, algorithm"
38,2023-03-08 23:44:28+05:30,https://www.youtube.com/watch?v=WlBBTSL0ZRc&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=15,1.10.2 Comparison of Functions #2 - YouTube,"algorithm, algorithms, compare functions, abdul bari, bari"
39,2023-03-08 23:44:41+05:30,https://www.youtube.com/watch?v=lj3E24nnPjI&list=PLDN4rrl48XKpZkf03iYFl-O29szjTrs_O&index=16,1.11 Best Worst and Average Case Analysis - YouTube,"algorithm, algorithms, best cse, worst case, average case, linear search, binary search tree, case analysis, abdul bari, bari"
